"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size","Param: strSize"
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,405985.989024,6104.544116,"ops/s",50,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,305061.332214,2058.911284,"ops/s",50,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,123318.828125,1175.462338,"ops/s",100,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,195974.711440,1883.548200,"ops/s",100,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,199144.891285,5285.224998,"ops/s",100,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,155482.747663,1786.333816,"ops/s",100,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,24432.744757,273.492311,"ops/s",500,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,41492.365159,387.633073,"ops/s",500,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,31107.720421,309.928648,"ops/s",500,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,31169.393517,242.385355,"ops/s",500,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,11145.816522,115.879709,"ops/s",1000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,20823.710603,247.725275,"ops/s",1000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,15700.283732,223.407782,"ops/s",1000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,15484.263576,295.237874,"ops/s",1000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1783.054494,17.515569,"ops/s",5000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,4256.383677,55.080754,"ops/s",5000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3352.624630,41.543629,"ops/s",5000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3292.824979,31.480900,"ops/s",5000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1062.004915,14.973171,"ops/s",10000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1931.311712,20.019001,"ops/s",10000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1475.186475,29.917197,"ops/s",10000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1381.417865,20.419903,"ops/s",10000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,659.042025,10.146982,"ops/s",20000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,788.662084,12.115086,"ops/s",20000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,695.324906,27.223667,"ops/s",20000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,536.884917,12.296687,"ops/s",20000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,245.230165,12.296639,"ops/s",50000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,182.247644,5.178609,"ops/s",50000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,179.912581,5.922679,"ops/s",50000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,54.748689,2.600927,"ops/s",50000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,24.756827,1.161007,"ops/s",100000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,26.051326,1.469399,"ops/s",100000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,25.239498,1.754573,"ops/s",100000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,29.436682,0.874220,"ops/s",100000,50
