"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size","Param: strSize"
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,44246.012294,304.308439,"ops/s",500,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,34083.347826,116.008998,"ops/s",500,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,33668.649855,207.836830,"ops/s",500,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,11623.892069,89.488403,"ops/s",1000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,22314.402377,177.920246,"ops/s",1000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,17177.012144,58.882025,"ops/s",1000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,17208.197260,84.931817,"ops/s",1000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,1940.773685,8.166361,"ops/s",5000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,4424.929602,25.911550,"ops/s",5000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,3465.305859,39.768997,"ops/s",5000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,3381.964624,16.527714,"ops/s",5000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,1187.252004,5.147250,"ops/s",10000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,2062.294729,12.595768,"ops/s",10000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,1495.312430,16.187814,"ops/s",10000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,1397.403472,11.031027,"ops/s",10000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,692.259020,7.008878,"ops/s",20000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,817.238054,6.101496,"ops/s",20000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,654.085420,9.068771,"ops/s",20000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,568.406275,6.132453,"ops/s",20000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,303.675847,8.043130,"ops/s",50000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,229.152432,6.419670,"ops/s",50000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,244.373335,8.706197,"ops/s",50000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,143.153269,3.647826,"ops/s",50000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,138.466390,4.874672,"ops/s",100000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,71.169166,2.434982,"ops/s",100000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,67.716474,2.793310,"ops/s",100000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,25.101079,2.404566,"ops/s",100000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1359542.411282,6074.788052,"ops/s",10,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1680692.297613,9154.040069,"ops/s",10,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1700111.196434,9690.356940,"ops/s",10,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1632324.328652,7239.782325,"ops/s",10,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,288340.935154,1600.823219,"ops/s",50,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,402844.361757,1687.166408,"ops/s",50,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,402472.821047,1326.352072,"ops/s",50,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,386087.422048,2085.999493,"ops/s",50,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,118088.119088,497.078288,"ops/s",100,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,212737.133055,498.552198,"ops/s",100,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,209874.658217,1038.804085,"ops/s",100,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,204437.887507,769.042050,"ops/s",100,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,23307.512982,138.166435,"ops/s",500,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,43132.607907,186.790301,"ops/s",500,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,42281.833066,317.117892,"ops/s",500,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,40611.780418,204.440327,"ops/s",500,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,10912.950576,67.461524,"ops/s",1000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,21485.347070,72.345956,"ops/s",1000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,21146.729449,118.854859,"ops/s",1000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,19817.530283,175.287865,"ops/s",1000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1785.767820,11.425906,"ops/s",5000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3933.672653,16.147072,"ops/s",5000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3740.721051,33.417820,"ops/s",5000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3529.073981,23.955754,"ops/s",5000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1100.073565,11.185832,"ops/s",10000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1750.728086,7.344797,"ops/s",10000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1619.284900,17.277227,"ops/s",10000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1421.824848,13.595980,"ops/s",10000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,648.836460,5.400346,"ops/s",20000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,730.620324,5.622301,"ops/s",20000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,700.589626,6.255589,"ops/s",20000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,618.739460,4.699872,"ops/s",20000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,273.965324,4.252095,"ops/s",50000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,266.020269,4.066889,"ops/s",50000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,261.463126,4.418236,"ops/s",50000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,198.139332,5.003442,"ops/s",50000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,117.980644,4.197617,"ops/s",100000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,89.078799,3.326245,"ops/s",100000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,78.496748,3.168994,"ops/s",100000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,62.681489,2.034810,"ops/s",100000,50
