"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size","Param: strSize"
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,18.673175,0.516761,"ops/s",100000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,19.119728,0.359315,"ops/s",100000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,19.131241,0.234899,"ops/s",100000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshalling","thrpt",1,20,12.411249,0.240233,"ops/s",100000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1273621.703649,11779.655349,"ops/s",10,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1533144.209594,15378.940668,"ops/s",10,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1538931.505547,14276.968563,"ops/s",10,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1473791.550315,21963.155433,"ops/s",10,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,259072.898184,1703.411958,"ops/s",50,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,360575.408145,3323.436242,"ops/s",50,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,359078.729021,2978.241104,"ops/s",50,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,344310.056144,4327.140742,"ops/s",50,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,102305.657329,869.417369,"ops/s",100,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,183607.497734,3650.062168,"ops/s",100,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,184655.907288,2002.340921,"ops/s",100,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,177031.204965,2377.493806,"ops/s",100,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,20911.951773,240.279111,"ops/s",500,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,37561.075510,432.226549,"ops/s",500,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,37016.192765,378.012776,"ops/s",500,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,35686.126345,382.097305,"ops/s",500,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,9826.850884,93.454654,"ops/s",1000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,18745.564026,202.092317,"ops/s",1000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,18368.750543,235.160051,"ops/s",1000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,17794.000100,269.329570,"ops/s",1000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1595.623685,34.582873,"ops/s",5000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3507.320815,49.645923,"ops/s",5000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3452.853156,45.686850,"ops/s",5000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,3179.640502,60.800798,"ops/s",5000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,933.015561,9.500215,"ops/s",10000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1613.648124,29.542548,"ops/s",10000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1537.055353,26.103261,"ops/s",10000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,1366.772749,22.342021,"ops/s",10000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,557.989712,9.600849,"ops/s",20000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,660.444521,21.459861,"ops/s",20000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,601.479833,16.595749,"ops/s",20000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,515.497121,15.641920,"ops/s",20000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,140.867175,3.439668,"ops/s",50000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,110.791967,2.914189,"ops/s",50000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,72.790861,1.682070,"ops/s",50000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,55.115663,1.642616,"ops/s",50000,50
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,20.653639,0.482258,"ops/s",100000,0
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,12.410607,0.303185,"ops/s",100000,10
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,13.862439,0.183841,"ops/s",100000,30
"org.apache.ignite.internal.benchmarks.jmh.binary.JmhBinaryUnmarshallingPlatformBenchmark.testUnmarshallingDetach","thrpt",1,20,13.126400,0.514956,"ops/s",100000,50
